Time, Motor A Speed, Motor A Dir, Motor B Speed, Motor B Dir, Servo Rail Current Sensor, Servo Pos - Arm L, Servo Pos - Arm R, Servo Pos - End, Servo Pos - Hopper, Servo Pos - Lid, Servo Pos - Extra, Servo Current, LED - Front L, LED - Front R, LED - Back L, LED - Back R, IMU Pitch, IMU Roll, IMU Yaw, Compass Heading, GPS Sats, GPS Latitude, GPS Longitude, GPS Altitude, GPS Speed, GPS Angle, GPS HDOP, GPS VDOP, GPS PDOP, Battery, Comm Xbee Latency, Comm Arduino Latency, Pressure, Humidity, Temperature, uRADMonitor
10:12:51,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064445,-110.7919617,1369.3000488,0.2,202.0,0.8,0.0,0.0,900,0,0,859.20,17.62,22.49,0
10:12:52,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064445,-110.7919617,1369.3000488,0.2,169.1,0.8,0.0,0.0,900,0,0,859.21,17.75,22.49,0
10:12:53,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064445,-110.7919617,1369.3000488,0.2,195.5,0.8,0.0,0.0,899,0,0,859.28,17.88,22.50,0
10:12:54,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064407,-110.7919617,1369.3000488,0.1,201.7,0.8,0.0,0.0,900,0,0,859.23,17.90,22.50,0
10:12:55,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064407,-110.7919617,1369.3000488,0.1,141.9,0.8,0.0,0.0,900,0,0,859.23,17.91,22.50,0
10:12:56,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064407,-110.7919617,1369.3000488,0.2,157.7,0.8,0.0,0.0,900,0,0,859.25,17.98,22.50,0
10:12:57,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064407,-110.7919617,1369.3000488,0.2,136.0,0.8,0.0,0.0,900,0,0,859.22,17.94,22.50,0
10:12:58,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064407,-110.7919617,1369.3000488,0.1,161.8,0.8,0.0,0.0,900,0,0,859.20,17.94,22.51,0
10:12:59,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064369,-110.7919617,1369.3000488,0.0,307.0,0.8,0.0,0.0,900,0,0,859.20,17.72,22.51,0
10:13:00,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064369,-110.7919617,1369.3000488,0.1,288.2,0.8,0.0,0.0,900,0,0,859.22,17.55,22.51,0
10:13:01,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064369,-110.7919617,1369.3000488,0.1,245.7,0.8,0.0,0.0,900,0,0,859.23,17.44,22.51,0
10:13:02,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,11.00,38.4064369,-110.7919617,1369.3000488,0.1,155.1,0.8,0.0,0.0,900,0,0,859.22,17.37,22.51,0
