Time, Motor A Speed, Motor A Dir, Motor B Speed, Motor B Dir, Servo Rail Current Sensor, Servo Pos - Arm L, Servo Pos - Arm R, Servo Pos - End, Servo Pos - Hopper, Servo Pos - Lid, Servo Pos - Extra, Servo Current, LED - Front L, LED - Front R, LED - Back L, LED - Back R, IMU Pitch, IMU Roll, IMU Yaw, Compass Heading, GPS Sats, GPS Latitude, GPS Longitude, GPS Altitude, GPS Speed, GPS Angle, GPS HDOP, GPS VDOP, GPS PDOP, Battery, Comm Xbee Latency, Comm Arduino Latency, Pressure, Humidity, Temperature, uRADMonitor
9:42:52,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,115.7,1.0,0.0,0.0,904,0,0,857.36,15.95,28.74,0
9:42:53,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,118.6,1.0,0.0,0.0,905,0,0,857.44,15.84,28.75,0
9:42:54,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,128.5,1.0,0.0,0.0,905,0,0,857.48,15.82,28.75,0
9:42:55,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,167.9,1.0,0.0,0.0,904,0,0,857.44,15.84,28.78,0
9:42:56,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,156.7,1.0,0.0,0.0,905,0,0,857.42,15.79,28.77,0
9:42:57,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,145.3,1.0,0.0,0.0,905,0,0,857.46,15.73,28.78,0
9:42:58,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,271.5,1.0,0.0,0.0,905,0,0,857.51,15.63,28.78,0
9:42:59,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,297.7,1.0,0.0,0.0,905,0,0,857.48,15.73,28.79,0
9:43:00,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,306.1,1.0,0.0,0.0,905,0,0,857.48,15.76,28.87,0
9:43:01,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,301.5,1.0,0.0,0.0,904,0,0,857.48,15.75,28.92,0
9:43:02,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,320.0,1.0,0.0,0.0,904,0,0,857.46,15.75,28.99,0
9:43:03,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,58.7,1.0,0.0,0.0,904,0,0,857.45,15.67,28.97,0
9:43:04,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,70.4,1.0,0.0,0.0,905,0,0,857.47,15.64,28.96,0
9:43:05,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,66.2,1.0,0.0,0.0,904,0,0,857.48,15.58,28.97,0
9:43:06,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,202.1,1.0,0.0,0.0,905,0,0,857.51,15.53,29.01,0
9:43:07,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,159.6,1.0,0.0,0.0,905,0,0,857.45,15.53,29.05,0
9:43:08,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,156.5,1.0,0.0,0.0,904,0,0,857.44,15.47,29.05,0
9:43:09,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,179.2,1.0,0.0,0.0,905,0,0,857.51,15.41,29.01,0
9:43:10,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,273.0,1.0,0.0,0.0,905,0,0,857.54,15.32,29.01,0
9:43:11,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,282.8,1.0,0.0,0.0,904,0,0,857.57,15.23,29.00,0
9:43:12,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,271.1,1.0,0.0,0.0,904,0,0,857.63,15.09,28.98,0
9:43:13,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,270.9,1.0,0.0,0.0,905,0,0,857.58,15.26,28.98,0
9:43:14,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,317.1,1.0,0.0,0.0,905,0,0,857.54,15.21,28.97,0
9:43:15,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,337.4,1.0,0.0,0.0,905,0,0,857.48,15.20,28.94,0
9:43:16,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,13.6,1.0,0.0,0.0,904,0,0,857.53,14.85,28.90,0
9:43:18,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,147.2,1.0,0.0,0.0,905,0,0,857.55,14.13,28.84,0
9:43:19,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,352.4,1.0,0.0,0.0,904,0,0,857.74,14.40,28.83,0
9:43:20,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,320.6,1.0,0.0,0.0,904,0,0,857.91,15.11,28.89,0
9:43:21,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,9.5,1.0,0.0,0.0,906,0,0,857.51,15.49,28.92,0
9:43:22,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,35.1,1.0,0.0,0.0,905,0,0,857.49,15.49,28.95,0
9:43:23,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,249.8,1.0,0.0,0.0,904,0,0,857.45,15.50,28.90,0
9:43:24,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,60.4,1.0,0.0,0.0,905,0,0,857.52,15.49,28.84,0
9:43:25,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,9.00,38.4057083,-110.7858429,1366.8000488,0.0,104.1,1.0,0.0,0.0,905,0,0,857.45,15.41,28.81,0
