Time, Motor A Speed, Motor A Dir, Motor B Speed, Motor B Dir, Servo Rail Current Sensor, Servo Pos - Arm L, Servo Pos - Arm R, Servo Pos - End, Servo Pos - Hopper, Servo Pos - Lid, Servo Pos - Extra, Servo Current, LED - Front L, LED - Front R, LED - Back L, LED - Back R, IMU Pitch, IMU Roll, IMU Yaw, Compass Heading, GPS Sats, GPS Latitude, GPS Longitude, GPS Altitude, GPS Speed, GPS Angle, GPS HDOP, GPS VDOP, GPS PDOP, Battery, Wind, Comm Xbee Latency, Comm Arduino Latency, Pressure, Humidity, Temperature, uRADMonitor
16:27:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.00,0.00,0.00,0
16:27:27,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,143,0,0,855.55,12.24,27.56,0
16:27:28,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,147,0,0,855.56,12.74,27.61,0
16:27:29,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,889,146,0,0,855.53,12.48,27.61,0
16:27:30,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,146,0,0,855.55,12.31,27.63,0
16:27:31,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,147,0,0,855.52,12.13,27.63,0
16:27:32,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,140,0,0,855.54,12.04,27.62,0
16:27:33,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,141,0,0,855.46,12.01,27.60,0
16:27:34,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,139,0,0,855.50,11.96,27.61,0
16:27:35,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,889,141,0,0,855.54,11.90,27.68,0
16:27:36,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,142,0,0,855.59,11.86,27.62,0
16:27:37,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,144,0,0,855.55,11.86,27.60,0
16:27:38,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,889,142,0,0,855.56,11.86,27.60,0
16:27:39,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,144,0,0,855.52,11.89,27.60,0
16:27:40,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,143,0,0,855.49,11.84,27.61,0
16:27:41,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,142,0,0,855.53,11.84,27.62,0
16:27:42,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,149,0,0,855.55,11.83,27.61,0
16:27:43,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,146,0,0,855.54,11.83,27.60,0
16:27:44,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,151,0,0,855.57,11.81,27.61,0
16:27:45,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,144,0,0,855.55,11.84,27.63,0
16:27:46,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,144,0,0,855.56,11.84,27.63,0
16:27:47,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,142,0,0,855.55,11.84,27.72,0
16:27:48,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,144,0,0,855.48,11.83,27.66,0
16:27:49,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,147,0,0,855.45,11.81,27.65,0
16:27:50,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,141,0,0,855.46,11.83,27.66,0
16:27:51,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,889,141,0,0,855.46,11.86,27.67,0
16:27:52,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,144,0,0,855.42,11.80,27.61,0
16:27:53,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,889,146,0,0,855.46,11.78,27.67,0
16:27:54,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,142,0,0,855.52,11.78,27.69,0
16:27:55,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,140,0,0,855.54,11.77,27.71,0
16:27:56,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,142,0,0,855.52,11.78,27.70,0
16:27:57,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,140,0,0,855.52,11.80,27.69,0
16:27:58,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.00,0.0000000,0.0000000,0.0000000,0.0,0.0,0.0,0.0,0.0,890,140,0,0,855.52,11.80,27.69,0
16:27:59,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,0.0000000,0.0000000,0.0000000,0.6,142.4,0.0,0.0,0.0,890,143,0,0,855.50,11.78,27.73,0
16:28:00,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,0.0000000,0.0000000,0.0000000,0.6,142.4,0.0,0.0,0.0,890,143,0,0,855.50,11.78,27.73,0
16:28:01,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,0.0000000,0.0000000,0.0000000,0.2,181.8,0.0,0.0,0.0,890,140,0,0,855.48,11.80,27.71,0
16:28:02,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064713,-110.7921829,1384.0999756,0.2,288.2,3.8,0.0,0.0,890,150,0,0,855.49,11.84,27.70,0
16:28:03,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064751,-110.7921829,1384.8000488,0.3,58.7,3.8,0.0,0.0,889,149,0,0,855.56,11.86,27.70,0
16:28:04,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064636,-110.7921829,1383.5999756,0.2,77.0,3.8,0.0,0.0,890,143,0,0,855.55,11.87,27.71,0
16:28:05,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064598,-110.7921829,1383.3000488,0.1,166.0,3.8,0.0,0.0,890,147,0,0,855.50,11.87,27.71,0
16:28:06,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064560,-110.7921829,1382.4000244,0.2,39.9,3.8,0.0,0.0,890,153,0,0,855.43,11.89,27.72,0
16:28:07,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064445,-110.7921906,1381.4000244,0.1,89.1,3.8,0.0,0.0,890,148,0,0,855.47,11.90,27.76,0
16:28:08,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921906,1380.5999756,0.2,46.5,3.8,0.0,0.0,890,146,0,0,855.45,11.95,27.81,0
16:28:09,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064331,-110.7921906,1380.1999512,0.1,353.2,3.8,0.0,0.0,890,151,0,0,855.47,11.95,27.80,0
16:28:10,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921829,1380.1999512,0.1,331.7,6.3,0.0,0.0,890,153,0,0,855.42,11.93,27.77,0
16:28:11,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921829,1380.3000488,0.2,288.1,3.8,0.0,0.0,889,150,0,0,855.47,11.92,27.80,0
16:28:12,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064331,-110.7921829,1380.1999512,0.1,291.9,3.8,0.0,0.0,890,150,0,0,855.51,11.90,27.84,0
16:28:13,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064331,-110.7921829,1380.4000244,0.3,38.7,3.8,0.0,0.0,890,144,0,0,855.46,11.86,27.86,0
16:28:14,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064255,-110.7921829,1380.4000244,0.3,200.0,3.8,0.0,0.0,890,145,0,0,855.50,11.84,27.88,0
16:28:15,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064293,-110.7921677,1380.5999756,0.2,243.1,3.8,0.0,0.0,890,142,0,0,855.46,11.80,27.91,0
16:28:16,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064255,-110.7921677,1380.9000244,0.4,212.8,3.8,0.0,0.0,890,140,0,0,855.47,11.77,27.95,0
16:28:17,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064293,-110.7921677,1381.0999756,0.4,219.9,3.8,0.0,0.0,890,136,0,0,855.51,11.70,27.97,0
16:28:18,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064331,-110.7921677,1381.5000000,0.3,205.8,3.8,0.0,0.0,889,144,0,0,855.49,11.72,27.96,0
16:28:19,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921677,1382.0999756,0.3,220.5,3.8,0.0,0.0,891,140,0,0,855.49,11.72,27.96,0
16:28:20,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921524,1382.3000488,0.3,216.0,3.8,0.0,0.0,889,142,0,0,855.50,11.67,27.98,0
16:28:21,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921524,1382.4000244,0.3,178.2,3.8,0.0,0.0,890,140,0,0,855.50,11.67,28.02,0
16:28:22,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921524,1382.3000488,0.4,167.1,3.8,0.0,0.0,890,138,0,0,855.49,11.67,28.04,0
16:28:23,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921524,1382.4000244,0.3,192.0,3.8,0.0,0.0,890,135,0,0,855.56,11.63,28.04,0
16:28:24,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4064369,-110.7921524,1382.5999756,0.3,217.0,3.8,0.0,0.0,890,142,0,0,855.51,11.61,28.04,0
