Time, Motor A Speed, Motor A Dir, Motor B Speed, Motor B Dir, Servo Rail Current Sensor, Servo Pos - Arm L, Servo Pos - Arm R, Servo Pos - End, Servo Pos - Hopper, Servo Pos - Lid, Servo Pos - Extra, Servo Current, LED - Front L, LED - Front R, LED - Back L, LED - Back R, IMU Pitch, IMU Roll, IMU Yaw, Compass Heading, GPS Sats, GPS Latitude, GPS Longitude, GPS Altitude, GPS Speed, GPS Angle, GPS HDOP, GPS VDOP, GPS PDOP, Battery, Wind, Comm Xbee Latency, Comm Arduino Latency, Pressure, Humidity, Temperature, uRADMonitor
15:33:17,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,3.00,0.0000000,0.0000000,0.0000000,0.1,338.0,0.0,0.0,0.0,894,135,0,0,856.32,11.23,27.51,0
15:33:18,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,3.00,0.0000000,0.0000000,0.0000000,0.1,342.2,0.0,0.0,0.0,894,139,0,0,856.33,11.25,27.53,0
15:33:19,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,3.00,0.0000000,0.0000000,0.0000000,0.3,332.0,0.0,0.0,0.0,894,137,0,0,856.32,11.25,27.53,0
15:33:20,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,3.00,0.0000000,0.0000000,0.0000000,0.1,329.4,0.0,0.0,0.0,894,138,0,0,856.30,11.23,27.55,0
15:33:21,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,3.00,0.0000000,0.0000000,0.0000000,0.1,356.7,0.0,0.0,0.0,894,139,0,0,856.35,11.22,27.47,0
15:33:22,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,3.00,0.0000000,0.0000000,0.0000000,0.3,339.9,0.0,0.0,0.0,894,135,0,0,856.35,11.20,27.57,0
15:33:23,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,0.0000000,0.0000000,0.0000000,0.5,258.0,0.0,0.0,0.0,894,135,0,0,856.38,11.23,27.59,0
15:33:24,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,0.0000000,0.0000000,0.0000000,0.5,258.0,0.0,0.0,0.0,894,135,0,0,856.38,11.23,27.59,0
15:33:25,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,0.0000000,0.0000000,0.0000000,0.5,234.0,0.0,0.0,0.0,894,137,0,0,856.30,11.19,27.58,0
15:33:26,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,4.00,38.4062271,-110.7922440,1289.5999756,0.4,255.1,3.2,0.0,0.0,894,134,0,0,856.28,11.23,27.58,0
